date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1964,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981,4.952535981
1965,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375,4.955967375
1966,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784,4.968576784
1967,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978,4.988203978
1968,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725,5.012688725
1969,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772,5.056215772
1970,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543,5.124197543
1971,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321,5.201315321
1972,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392,5.272250392
1973,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039,5.321684039
1974,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282,5.348892282
1975,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926,5.367150926
1976,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939,5.382140939
1977,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289,5.399543289
1978,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944,5.425038944
1979,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872,5.464308872
1980,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344,5.514472344
1981,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063,5.56769063
1982,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696,5.622207696
1983,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503,5.676267503
1984,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018,5.728114018
1985,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204,5.775991204
1986,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863,5.820313863
1987,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635,5.862910635
1988,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241,5.904146241
1989,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403,5.944385403
1990,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284,5.98399284
