date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1919,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025,5.910149025
1920,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978,5.867755978
1921,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862,5.864294862
1922,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238,5.878228238
1923,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378,5.897027378
1924,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702,5.940490702
1925,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134,6.022657134
1926,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299,6.121077299
1927,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353,6.17681353
1928,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163,6.166556163
1929,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937,6.138049937
1930,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427,6.126024427
1931,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141,6.146235141
1932,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952,6.185009952
1933,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667,6.209702667
1934,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328,6.178375328
1935,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381,6.106767381
1936,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507,6.044191507
1937,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313,6.020986313
1938,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278,6.03806278
1939,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816,6.077357816
1940,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706,6.128381706
1941,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399,6.205102399
1942,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067,6.321586067
1943,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813,6.472924813
1944,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109,6.624783109
1945,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357,6.723851357
1946,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576,6.758510576
1947,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509,6.782380509
1948,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284,6.827095284
1949,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733,6.887800733
1950,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393,6.923154393
1951,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325,6.892954325
1952,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792,6.820836792
1953,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274,6.748302274
1954,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183,6.697877183
1955,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603,6.6626603
1956,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334,6.616776334
1957,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268,6.526180268
1958,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557,6.406073557
1959,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382,6.299893382
1960,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857,6.232102857
1961,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466,6.197737466
1962,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622,6.172858622
1963,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448,6.13181448
1964,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846,6.088968846
1965,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374,6.075849374
1966,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649,6.105009649
1967,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627,6.159575627
1968,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192,6.203699192
1969,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217,6.22736217
1970,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758,6.267167758
1971,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536,6.344285536
1972,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789,6.443396789
1973,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506,6.512694506
1974,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124,6.5234124
1975,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321,6.511442321
1976,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306,6.508169306
1977,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327,6.529647327
1978,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907,6.570215907
1979,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004,6.610516004
1980,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851,6.64309851
1981,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515,6.674951515
1982,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113,6.70877113
1983,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581,6.749076581
1984,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201,6.803003201
1985,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119,6.880649119
1986,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855,6.996459855
1987,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839,7.162080839
1988,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059,7.379671059
1989,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768,7.646380768
1990,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106,7.957638106
