date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1914,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939,5.632140939
1915,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926,5.617150926
1916,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282,5.598892282
1917,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039,5.571684039
1918,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392,5.522250392
1919,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321,5.451315321
1920,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543,5.374197543
1921,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772,5.306215772
1922,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725,5.262688725
1923,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978,5.238203978
1924,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784,5.218576784
1925,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375,5.205967375
1926,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981,5.202535981
1927,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831,5.210442831
1928,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155,5.231848155
1929,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817,5.276365817
1930,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992,5.345669992
1931,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384,5.430011384
1932,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692,5.519640692
1933,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619,5.604808619
1934,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867,5.675765867
1935,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865,5.74128865
1936,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319,5.811444319
1937,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276,5.878420276
1938,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927,5.934403927
1939,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676,5.971582676
1940,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927,5.982143927
1941,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336,5.966654336
1942,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069,5.934125069
1943,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294,5.889410294
1944,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178,5.837364178
1945,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089,5.78284089
1946,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459,5.703411459
1947,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948,5.586491948
1948,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069,5.451704069
1949,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534,5.318669534
1950,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057,5.207010057
1951,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349,5.136347349
1952,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131,5.116691131
1953,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448,5.134553448
1954,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508,5.174309508
1955,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517,5.220334517
1956,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679,5.257003679
1957,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922,5.2686922
1958,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303,5.263638303
1959,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276,5.259802276
1960,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429,5.256142429
1961,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072,5.251617072
1962,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514,5.245184514
1963,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063,5.235803063
1964,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902,5.199930902
1965,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919,5.129686919
1966,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487,5.047520487
1967,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981,4.975880981
1968,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771,4.937217771
1969,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213,4.942923213
1970,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114,4.981323114
1971,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027,5.040267027
1972,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506,5.107604506
1973,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104,5.171185104
1974,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376,5.218858376
1975,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978,5.26301978
1976,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245,5.316041245
1977,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031,5.365737031
1978,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395,5.399921395
1979,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597,5.406408597
1980,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806,5.390202806
1981,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751,5.363423751
1982,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902,5.32455902
1983,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204,5.272096204
1984,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893,5.204522893
1985,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679,5.120326679
1986,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268,5.019343268
1987,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824,4.902692824
1988,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962,4.77078962
1989,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926,4.624047926
1990,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016,4.462882016
