date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1925,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352,4.981750352
1926,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862,4.798880862
1927,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146,4.986947146
1928,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364,7.319829364
1929,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819,5.432803819
1930,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328,4.86792328
1931,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398,5.567188398
1932,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824,7.526984824
1933,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168,4.5662168
1934,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178,4.054527178
1935,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496,4.016136496
1936,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356,5.500064356
1937,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046,5.195385046
1938,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483,4.355035483
1939,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063,5.087101063
1940,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071,6.5514071
1941,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488,5.05047488
1942,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999,4.947034999
1943,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989,4.83855989
1944,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052,3.428917052
1945,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613,11.23129613
1946,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835,4.182004835
1947,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348,6.341525348
1948,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864,5.230795864
1949,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541,7.294271541
1950,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794,6.015086794
1951,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401,4.270021401
1952,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267,5.52564267
1953,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154,5.720335154
1954,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433,4.383490433
1955,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897,6.030394897
1956,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936,9.904242936
1957,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207,4.013265207
1958,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349,6.938737349
1959,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125,5.031880125
1960,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935,4.232381935
1961,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206,4.223378206
1962,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534,6.216642534
1963,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917,5.368266917
1964,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258,4.502737258
1965,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478,4.282345478
1966,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061,4.614094061
1967,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756,5.039824756
1968,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728,6.414734728
1969,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707,5.977893707
1970,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689,5.585524689
1971,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314,6.285235314
1972,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245,5.02981245
1973,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077,4.460237077
1974,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654,4.638492654
1975,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168,8.767213168
1976,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455,4.700976455
1977,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133,5.212146133
1978,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195,3.915762195
1979,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442,3.769656442
1980,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621,11.13771621
1981,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114,4.465357114
1982,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106,4.096459106
1983,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922,5.34434922
1984,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084,7.150090084
1985,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267,5.853914267
1986,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447,4.594679447
1987,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251,8.599257251
1988,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051,8.240431051
1989,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184,5.678601184
1990,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817,4.369084817
