date,graph0,graph1,graph2,graph3,graph4,graph5,graph6,graph7,graph8,graph9,graph10,graph11,graph12,graph13,graph14,graph15
1914,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111,4.417805111
1915,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017,4.33863017
1916,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909,4.277847909
1917,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455,4.249813455
1918,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641,4.221171641
1919,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028,4.170385028
1920,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249,4.094890249
1921,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564,4.021551564
1922,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304,3.996207304
1923,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583,4.054734583
1924,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272,4.154550272
1925,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704,4.236716704
1926,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504,4.278784504
1927,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596,4.294792596
1928,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864,4.323812864
1929,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207,4.365184207
1930,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431,4.386260431
1931,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411,4.373369411
1932,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654,4.342266654
1933,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734,4.327681734
1934,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029,4.335632029
1935,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652,4.333901652
1936,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751,4.30442751
1937,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584,4.248120584
1938,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481,4.195319481
1939,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883,4.195336883
1940,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407,4.285638407
1941,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669,4.432236669
1942,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071,4.581822071
1943,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083,4.700059083
1944,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981,4.78203981
1945,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423,4.841830423
1946,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781,4.916217781
1947,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079,4.996440079
1948,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854,5.041154854
1949,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938,5.045507938
1950,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346,5.04113346
1951,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027,5.050211027
1952,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063,5.047971063
1953,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278,5.008538278
1954,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454,4.925011454
1955,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001,4.819917001
1956,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554,4.7347554
1957,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697,4.68343697
1958,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827,4.633207827
1959,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385,4.560129385
1960,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128,4.459237128
1961,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168,4.354994168
1962,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688,4.290837688
1963,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181,4.289071181
1964,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116,4.316103116
1965,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377,4.336085377
1966,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392,4.33214392
1967,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328,4.316832328
1968,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258,4.321678258
1969,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375,4.385069375
1970,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328,4.481227328
1971,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106,4.558345106
1972,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994,4.601103994
1973,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572,4.630673572
1974,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163,4.674372163
1975,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953,4.72285953
1976,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571,4.756112571
1977,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251,4.769439251
1978,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981,4.779861981
1979,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739,4.818101739
1980,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178,4.885846178
1981,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746,4.960429746
1982,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262,5.035644262
1983,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426,5.103458426
1984,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835,5.153224835
1985,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289,5.171333289
1986,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872,5.144167872
1987,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431,5.063740431
1988,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423,4.928621423
1989,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037,4.742390037
1990,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575,4.510347575
